conversation_id,channel,customer_message,language,synthetic,annotator_1_label,annotator_2_label,annotator_3_label,adjudicated_intent,annotation_confidence,review_status,reviewer_id
CONV-02940,chat,"I wanted to check whether The box arrived, but charger wasn't inside. I haven't changed anything on my account. Please let me know.",en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-02941,email,I wanted to check whether Please stop ORD-101947 before it is dispatched. I haven't changed anything on my account. Please let me know.,en,True,order_cancellation,order_cancellation,order_cancellation,order_cancellation,high,approved,
CONV-02942,email,"Quick question: The box arrived, but cable wasn't inside. I noticed this while reviewing my recent activity. Thanks.",en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-02943,mobile_app,I need some help. Why does the payment fail whenever I try to complete the order? This is my first time dealing with this issue. Thank you.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-02944,email,"Hello, I received a security alert for an unfamiliar sign-in. I haven't changed anything on my account. Can you check?",en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-02945,chat,I need some help. Can I change the shipping address for ORD-103520? Please let me know.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-02946,chat,I need some help. There is visible damage on the item I received. I haven't changed anything on my account. Can you check?,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-02947,web_form,"Hello, I'm still waiting for the money from my return. Can you check? I haven't changed anything on my account. Please let me know.",en,True,refund_status,refund_status,refund_status,refund_status,high,approved,
CONV-02948,mobile_app,I’m contacting support because Could you explain the return process for this purchase? I haven't changed anything on my account.,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-02949,mobile_app,I wanted to check whether I keep getting rejected when I try to sign in. This is my first time dealing with this issue.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-02950,web_form,I need some help. I can't recall my password and need to change it. This is my first time dealing with this issue. Thank you.,en,True,password_reset,password_reset,password_reset,password_reset,high,approved,
CONV-02951,email,"Could you help me? My delivery arrived, but the item inside is damaged. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True,damaged_item,damaged_item,wrong_item,damaged_item,medium,adjudicated,REVIEWER-001
CONV-02952,email,"Could you help me? My delivery arrived, but the item inside is damaged. I noticed this while reviewing my recent activity. I'd appreciate your help.",en,True,wrong_item,damaged_item,damaged_item,damaged_item,medium,adjudicated,REVIEWER-001
CONV-02953,email,"Hello, I received a security alert for an unfamiliar sign-in. Can you check?",en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-02954,chat,Quick question: The delivered item doesn't match my order. I’m trying to sort this out before the end of the day. Thanks.,en,True,wrong_item,wrong_item,wrong_item,wrong_item,high,approved,
CONV-02955,web_form,Just checking — I don't want the subscription to continue after this billing period. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-02956,web_form,Quick question: The promised delivery window is over for ORD-100304. I placed the order earlier today. I'd appreciate your help.,en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-02957,web_form,Could you help me? My payment is being declined at checkout. I placed the order earlier today. I’d like to resolve this today.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-02958,web_form,"Quick question: I have tried several times, but the transaction won't go through. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True,payment_failure,payment_failure,subscription_billing,payment_failure,medium,adjudicated,REVIEWER-001
CONV-02959,chat,I’m contacting support because My multi-item order is incomplete. I haven't changed anything on my account. Please let me know.,en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-02960,email,I’m contacting support because I can't sign in to my account. Thank you.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-02961,web_form,"Hi, Could you explain the return process for this purchase? I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-02962,web_form,"Hello, I don't recognize the amount billed for my membership. I haven't changed anything on my account. Please let me know.",en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-02963,email,Please advise: I entered the wrong delivery address. Can it be corrected? I noticed this while reviewing my recent activity. Thanks.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-02964,web_form,Please advise: I'm locked out of my account and need access. I placed the order earlier today. Any guidance would be helpful.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-02965,chat,I wanted to check whether I think I was charged more than once for a single checkout. I haven't changed anything on my account. Please let me know.,en,True,duplicate_charge,subscription_billing,duplicate_charge,duplicate_charge,medium,adjudicated,REVIEWER-001
CONV-02966,mobile_app,I’m contacting support because How can I prevent the plan from renewing?,en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-02967,mobile_app,I’m contacting support because Could you explain the return process for this purchase? This is my first time dealing with this issue. Can you check?,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-02968,web_form,Please advise: Could you help me end my recurring plan? I’m trying to sort this out before the end of the day. Thanks.,en,True,subscription_cancel,subscription_cancel,subscription_cancel,subscription_cancel,high,approved,
CONV-02969,chat,Please advise: I can't finish the purchase because the payment isn't accepted. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-02970,mobile_app,I wanted to check whether The promotional code says it is invalid. This is my first time dealing with this issue. Please let me know.,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-02971,chat,Quick question: I want to return ORD-100850. How do I start? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-02972,chat,I need some help. Has the refund for ORD-101000 been issued yet? This is my first time dealing with this issue. Can you check?,en,True,refund_status,refund_status,refund_status,refund_status,high,approved,
