conversation_id,channel,customer_message,language,synthetic
CONV-02969,chat,Please advise: I can't finish the purchase because the payment isn't accepted. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-02970,mobile_app,I wanted to check whether The promotional code says it is invalid. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02971,chat,Quick question: I want to return ORD-100850. How do I start? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-02972,chat,I need some help. Has the refund for ORD-101000 been issued yet? This is my first time dealing with this issue. Can you check?,en,True
CONV-02973,mobile_app,I need some help. There are changes in my profile that I didn't make. Thank you.,en,True
CONV-02974,web_form,I need some help. I placed ORD-100018 recently. What is happening with it? Thank you.,en,True
CONV-02975,email,Please advise: Why are there duplicate transactions for one order? I placed the order earlier today. Any guidance would be helpful.,en,True
CONV-02976,mobile_app,Please advise: Why are there duplicate transactions for one order? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-02977,mobile_app,"I expected this shipment already, but it hasn't turned up. This is my first time dealing with this issue. Thank you.",en,True
CONV-02978,email,I’m contacting support because Checkout keeps rejecting my payment. This is my first time dealing with this issue. Can you check?,en,True
CONV-02979,mobile_app,Could you help me? Please update the destination before the order ships. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02980,mobile_app,I need some help. Where is ORD-104825 right now? This is my first time dealing with this issue.,en,True
CONV-02981,web_form,I’m contacting support because How do I change the address attached to my order? I haven't changed anything on my account. Can you check?,en,True
CONV-02982,mobile_app,I’m contacting support because I think someone may have accessed my account. This is my first time dealing with this issue. Thank you.,en,True
CONV-02983,mobile_app,Quick question: Can you give me an ETA for this shipment? I placed the order earlier today. I’d like to resolve this today.,en,True
CONV-02984,mobile_app,Please advise: I entered the wrong delivery address. Can it be corrected? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-02985,chat,The same purchase appears twice on my card statement. Please let me know.,en,True
CONV-02986,chat,I wanted to check whether I have a question about the charge on my recurring plan. This is my first time dealing with this issue. Can you check?,en,True
CONV-02987,chat,Just checking — There are changes in my profile that I didn't make. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-02988,email,"Hi, When should the refund appear in my account? I placed the order earlier today. I'd appreciate your help.",en,True
CONV-02989,web_form,Quick question: The delivered item doesn't match my order. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-02990,chat,Could you tell me the current status of my refund? I haven't changed anything on my account.,en,True
CONV-02991,email,I’m contacting support because Checkout keeps rejecting my payment.,en,True
CONV-02992,email,Please advise: Why are there duplicate transactions for one order? I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-02993,email,I need some help. Can you help me cancel my recent order? This is my first time dealing with this issue. Thank you.,en,True
CONV-02994,chat,Could you help me? My payment is being declined at checkout. I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-02995,chat,Please advise: I received a security alert for an unfamiliar sign-in. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-02996,email,I wanted to check whether Please stop ORD-101987 before it is dispatched. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02997,chat,I wanted to check whether I need to redirect this package to another address. This is my first time dealing with this issue. Please let me know.,en,True
CONV-02998,web_form,Quick question: The promised delivery window is over for ORD-100344. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-02999,chat,Quick question: The promotional code says it is invalid. I placed the order earlier today. Thanks.,en,True
CONV-03000,chat,"Hi, Could you explain the return process for this purchase? I placed the order earlier today. I’d like to resolve this today.",en,True
CONV-03001,chat,Could you explain the available options for this product? This is my first time dealing with this issue. Thank you.,en,True
CONV-03002,email,I’m contacting support because How can I prevent the plan from renewing? Thank you.,en,True
CONV-03003,mobile_app,Please advise: Does this product come with the accessories shown? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-03004,web_form,"Hello, I don't recognize the amount billed for my membership. I haven't changed anything on my account. Thank you.",en,True
CONV-03005,mobile_app,Could you help me? Can you send me through the password recovery process? I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-03006,mobile_app,I wanted to check whether Please stop my recurring membership. I haven't changed anything on my account. Can you check?,en,True
CONV-03007,web_form,Could you tell me the current status of my refund? Thank you.,en,True
CONV-03008,chat,Quick question: The delivered item doesn't match my order. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-03009,web_form,"I wanted to check whether The item was returned, but I haven't received the refund. This is my first time dealing with this issue. Thank you.",en,True
CONV-03010,email,Could you help me? I’m checking on ORD-100085. Could you tell me its current status? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-03011,web_form,The same purchase appears twice on my card statement. Can you check?,en,True
